"smoke","sex","age","edu","weight","height","bmi","sport","marital","region","wkabint","income","ls"
"NO","FEMALE",46,"VOCATIONAL/GRAMMAR",68,160,26.5625,"YES","MARRIED","Mazowieckie","NO",3000,"MOSTLY SATISFIED"
"YES","MALE",30,"PRIMARY/NO EDUCATION",71,172,23.9994591671174,"NO","SINGLE","Lubelskie","NO",200,"MOSTLY SATISFIED"
"NO","FEMALE",55,"SECONDARY",95,170,32.8719723183391,"NO","MARRIED","Dolnoslaskie","NO",1500,"PLEASED"
"NO","FEMALE",27,"POST-SECONDARY OR HIGHER",58,163,21.8299521999323,"NO","MARRIED","Warminsko-mazurskie","NO",-8,"PLEASED"
"NO","FEMALE",41,"POST-SECONDARY OR HIGHER",60,164,22.3081499107674,"YES","SINGLE","Zachodnio-pomorskie","NO",2500,"MOSTLY DISSATISFIED"
"NO","MALE",58,"VOCATIONAL/GRAMMAR",70,176,22.5981404958678,"YES","MARRIED","Pomorskie","NO",-8,"PLEASED"
"NO","MALE",19,"VOCATIONAL/GRAMMAR",86,184,25.4017013232514,"NO","SINGLE","Malopolskie","NO",NA,"MIXED"
"YES","FEMALE",48,"VOCATIONAL/GRAMMAR",60,164,22.3081499107674,"YES","MARRIED","Mazowieckie","NO",182,"DELIGHTED"
"NO","FEMALE",34,"SECONDARY",63,161,24.3046178773967,"NO","MARRIED","Pomorskie","NO",1000,"MOSTLY SATISFIED"
"NO","FEMALE",60,"POST-SECONDARY OR HIGHER",74,167,26.5337588296461,"YES","MARRIED","Malopolskie","NO",600,"MOSTLY SATISFIED"
"NO","MALE",58,"VOCATIONAL/GRAMMAR",77,176,24.8579545454545,"NO","MARRIED","Wielkopolskie","NO",2000,"PLEASED"
"NO","FEMALE",39,"VOCATIONAL/GRAMMAR",60,156,24.65483234714,"YES","MARRIED","Kujawsko-pomorskie","NO",1100,"PLEASED"
"YES","MALE",55,"SECONDARY",100,176,32.2830578512397,"YES","MARRIED","Opolskie","NO",2000,"PLEASED"
"NO","MALE",30,"POST-SECONDARY OR HIGHER",90,180,27.7777777777778,"NO","MARRIED","Slaskie","NO",6500,"PLEASED"
"YES","MALE",22,"VOCATIONAL/GRAMMAR",82,178,25.8805706350208,"NO","SINGLE","Warminsko-mazurskie","NO",-8,"PLEASED"
"NO","FEMALE",73,"PRIMARY/NO EDUCATION",68,160,26.5625,"NO","MARRIED","Lodzkie","NO",600,"MOSTLY SATISFIED"
"NO","FEMALE",62,"VOCATIONAL/GRAMMAR",90,164,33.4622248661511,"NO","WIDOWED","Opolskie","NO",1800,"PLEASED"
"NO","FEMALE",65,"PRIMARY/NO EDUCATION",67,160,26.171875,"YES","MARRIED","Opolskie","NO",700,"MOSTLY SATISFIED"
"NO","FEMALE",40,"VOCATIONAL/GRAMMAR",90,157,36.5126374295103,"YES","MARRIED","Podlaskie","NO",1250,"MIXED"
"NO","MALE",25,"SECONDARY",118,186,34.1079893629321,"YES","MARRIED","Slaskie","NO",1700,"PLEASED"
"NO","MALE",27,"SECONDARY",90,185,26.2965668371074,"YES","SINGLE","Kujawsko-pomorskie","NO",-8,"PLEASED"
"NO","MALE",40,"POST-SECONDARY OR HIGHER",86,186,24.8583651289166,"YES","MARRIED","Mazowieckie","NO",15000,"PLEASED"
"NO","FEMALE",33,"VOCATIONAL/GRAMMAR",57,164,21.192742415229,"YES","MARRIED","Wielkopolskie","NO",-8,"MOSTLY SATISFIED"
"YES","MALE",64,"POST-SECONDARY OR HIGHER",70,170,24.2214532871972,"NO","MARRIED","Swietokrzyskie","NO",1900,"PLEASED"
"NO","MALE",54,"POST-SECONDARY OR HIGHER",112,190,31.0249307479224,"NO","MARRIED","Slaskie","NO",7000,"PLEASED"
"YES","FEMALE",20,"VOCATIONAL/GRAMMAR",51,165,18.732782369146,"YES","SINGLE","Podkarpackie","YES",NA,"PLEASED"
"NO","MALE",55,"VOCATIONAL/GRAMMAR",70,182,21.1327134404057,"YES","DIVORCED","Lodzkie","NO",NA,"MOSTLY DISSATISFIED"
"NO","FEMALE",78,"PRIMARY/NO EDUCATION",50,164,18.5901249256395,"YES","WIDOWED","Kujawsko-pomorskie","NO",1100,"MOSTLY DISSATISFIED"
"NO","MALE",29,"SECONDARY",80,180,24.6913580246914,"NO","SINGLE","Wielkopolskie","NO",2200,"PLEASED"
"NO","FEMALE",59,"VOCATIONAL/GRAMMAR",68,152,29.4321329639889,"YES","MARRIED","Pomorskie","NO",-8,"PLEASED"
"YES","FEMALE",45,"PRIMARY/NO EDUCATION",70,165,25.7116620752984,"YES","MARRIED","Mazowieckie","NO",NA,"MIXED"
"NO","MALE",68,"POST-SECONDARY OR HIGHER",85,170,29.4117647058824,"YES","MARRIED","Slaskie","NO",4000,"MIXED"
"NO","MALE",36,"VOCATIONAL/GRAMMAR",78,172,26.3656030286641,"NO","MARRIED","Lodzkie","NO",1800,"MOSTLY SATISFIED"
"NO","MALE",55,"PRIMARY/NO EDUCATION",70,175,22.8571428571429,"YES","SINGLE","Podlaskie","NO",200,"MIXED"
"NO","FEMALE",75,"PRIMARY/NO EDUCATION",67,162,25.5296448712087,"YES","MARRIED","Kujawsko-pomorskie","NO",900,"PLEASED"
"YES","FEMALE",43,"VOCATIONAL/GRAMMAR",85,168,30.1162131519274,"NO","MARRIED","Wielkopolskie","NO",800,"MOSTLY SATISFIED"
"YES","FEMALE",49,"SECONDARY",87,182,26.2649438473614,"YES","DIVORCED","Kujawsko-pomorskie","NO",800,"UNHAPPY"
"NO","FEMALE",59,"SECONDARY",69,158,27.639801313892,"YES","MARRIED","Zachodnio-pomorskie","NO",1600,"PLEASED"
"NO","FEMALE",58,"SECONDARY",50,153,21.359306249733,"YES","MARRIED","Wielkopolskie","NO",1000,"MIXED"
"NO","FEMALE",40,"PRIMARY/NO EDUCATION",80,167,28.6851446806985,"NO","WIDOWED","Opolskie","YES",1200,"MOSTLY DISSATISFIED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",85,160,33.203125,"YES","WIDOWED","Dolnoslaskie","NO",826,"MOSTLY DISSATISFIED"
"NO","MALE",74,"SECONDARY",90,170,31.1418685121107,"NO","MARRIED","Slaskie","NO",2000,"MOSTLY SATISFIED"
"NO","MALE",17,"VOCATIONAL/GRAMMAR",64,162,24.3865264441396,"NO","SINGLE","Malopolskie","NO",NA,"PLEASED"
"NO","MALE",72,"SECONDARY",80,172,27.0416441319632,"YES","MARRIED","Warminsko-mazurskie","NO",1270,"MOSTLY SATISFIED"
"NO","FEMALE",23,"SECONDARY",65,170,22.4913494809689,"NO","SINGLE","Zachodnio-pomorskie","NO",1100,"MOSTLY SATISFIED"
"NO","MALE",52,"SECONDARY",51,172,17.2390481341266,"YES","MARRIED","Pomorskie","NO",1600,"MIXED"
"NO","FEMALE",54,"VOCATIONAL/GRAMMAR",80,158,32.0461464508893,"YES","MARRIED","Lubelskie","NO",820,"MOSTLY SATISFIED"
"NO","FEMALE",71,"PRIMARY/NO EDUCATION",90,164,33.4622248661511,"YES","WIDOWED","Mazowieckie","NO",730,"MOSTLY DISSATISFIED"
"YES","FEMALE",55,"VOCATIONAL/GRAMMAR",95,170,32.8719723183391,"NO","MARRIED","Mazowieckie","NO",1500,"PLEASED"
"NO","FEMALE",59,"SECONDARY",70,166,25.4028160836116,"NO","WIDOWED","Slaskie","NO",1700,"MOSTLY SATISFIED"
"NO","MALE",72,"SECONDARY",67,160,26.171875,"YES","WIDOWED","Pomorskie","NO",710,"PLEASED"
"NO","MALE",81,"VOCATIONAL/GRAMMAR",68,165,24.9770431588613,"YES","WIDOWED","Opolskie","NO",1600,"MOSTLY DISSATISFIED"
"NO","FEMALE",25,"SECONDARY",67,160,26.171875,"YES","MARRIED","Kujawsko-pomorskie","NO",300,"MOSTLY DISSATISFIED"
"NO","MALE",61,"VOCATIONAL/GRAMMAR",95,165,34.8943985307622,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"PLEASED"
"NO","MALE",66,"PRIMARY/NO EDUCATION",75,170,25.9515570934256,"YES","MARRIED","Lubuskie","NO",860,"PLEASED"
"NO","MALE",52,"SECONDARY",69,174,22.7903289734443,"YES","SINGLE","Dolnoslaskie","NO",NA,"MOSTLY DISSATISFIED"
"NO","MALE",18,"VOCATIONAL/GRAMMAR",69,170,23.8754325259516,"NO","SINGLE","Zachodnio-pomorskie","NO",200,"MOSTLY SATISFIED"
"NO","MALE",33,"SECONDARY",98,172,33.1260140616549,"YES","SINGLE","Dolnoslaskie","NO",6000,"PLEASED"
"NO","MALE",78,"PRIMARY/NO EDUCATION",NA,NA,NA,"YES","WIDOWED","Wielkopolskie","NO",1100,"PLEASED"
"YES","FEMALE",43,"SECONDARY",74,174,24.441802087462,"NO","DIVORCED","Slaskie","NO",1200,"MIXED"
"NO","FEMALE",51,"SECONDARY",65,164,24.1671624033314,"YES","SINGLE","Wielkopolskie","NO",2000,"PLEASED"
"NO","FEMALE",61,"PRIMARY/NO EDUCATION",65,155,27.0551508844953,"YES","MARRIED","Zachodnio-pomorskie","NO",NA,"MOSTLY DISSATISFIED"
"YES","MALE",56,"SECONDARY",68,172,22.9853975121687,"YES","MARRIED","Lodzkie","NO",1200,"MOSTLY SATISFIED"
"NO","MALE",28,"POST-SECONDARY OR HIGHER",107,183,31.9507898115799,"NO","SINGLE","Malopolskie","NO",6000,"PLEASED"
"NO","FEMALE",40,"VOCATIONAL/GRAMMAR",90,176,29.0547520661157,"YES","MARRIED","Slaskie","NO",1500,"PLEASED"
"NO","MALE",55,"SECONDARY",92,178,29.0367377856331,"YES","MARRIED","Mazowieckie","NO",2000,"MOSTLY SATISFIED"
"NO","FEMALE",39,"PRIMARY/NO EDUCATION",63,165,23.1404958677686,"YES","MARRIED","Podkarpackie","NO",604,"MOSTLY SATISFIED"
"NO","FEMALE",57,"SECONDARY",85,170,29.4117647058824,"YES","MARRIED","Opolskie","NO",850,"MOSTLY SATISFIED"
"YES","FEMALE",55,"PRIMARY/NO EDUCATION",50,160,19.53125,"YES","WIDOWED","Lodzkie","NO",1200,"MOSTLY SATISFIED"
"NO","FEMALE",65,"SECONDARY",89,164,33.0904223676383,"YES","MARRIED","Wielkopolskie","NO",2000,"MIXED"
"YES","MALE",64,"PRIMARY/NO EDUCATION",NA,NA,NA,"YES","MARRIED","Warminsko-mazurskie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",82,"PRIMARY/NO EDUCATION",70,160,27.34375,"YES","WIDOWED","Lodzkie","NO",900,"MOSTLY SATISFIED"
"NO","MALE",27,"POST-SECONDARY OR HIGHER",95,185,27.7574872169467,"YES","SINGLE","Lubelskie","NO",1181,"MIXED"
"NO","FEMALE",48,"VOCATIONAL/GRAMMAR",63,159,24.9199003203987,"YES","SINGLE","Mazowieckie","NO",NA,"MOSTLY SATISFIED"
"YES","FEMALE",25,"POST-SECONDARY OR HIGHER",50,165,18.3654729109275,"NO","SINGLE","Slaskie","NO",1400,"PLEASED"
"NO","MALE",89,"PRIMARY/NO EDUCATION",80,170,27.681660899654,"YES","MARRIED","Lubelskie","NO",900,"MIXED"
"NO","FEMALE",63,"POST-SECONDARY OR HIGHER",90,170,31.1418685121107,"YES","MARRIED","Mazowieckie","NO",3000,"PLEASED"
"NO","MALE",42,"POST-SECONDARY OR HIGHER",100,183,29.8605512257756,"NO","MARRIED","Podlaskie","NO",10000,"PLEASED"
"YES","FEMALE",53,"PRIMARY/NO EDUCATION",72,150,32,"YES","MARRIED","Wielkopolskie","NO",1500,"PLEASED"
"NO","MALE",56,"VOCATIONAL/GRAMMAR",85,164,31.6032123735872,"NO","MARRIED","Dolnoslaskie","NO",1500,"PLEASED"
"NO","FEMALE",50,"PRIMARY/NO EDUCATION",80,170,27.681660899654,"YES","MARRIED","Mazowieckie","NO",-8,"PLEASED"
"NO","FEMALE",70,"PRIMARY/NO EDUCATION",72,160,28.125,"NO","DIVORCED","Slaskie","NO",1500,"MIXED"
"NO","FEMALE",69,"VOCATIONAL/GRAMMAR",52,158,20.829995193078,"YES","MARRIED","Podlaskie","NO",900,"MOSTLY DISSATISFIED"
"NO","MALE",55,"VOCATIONAL/GRAMMAR",90,164,33.4622248661511,"YES","MARRIED","Wielkopolskie","NO",1500,"PLEASED"
"YES","FEMALE",55,"VOCATIONAL/GRAMMAR",50,160,19.53125,"YES","MARRIED","Warminsko-mazurskie","NO",NA,"MIXED"
"NO","MALE",73,"PRIMARY/NO EDUCATION",74,176,23.8894628099174,"YES","MARRIED","Malopolskie","NO",720,"PLEASED"
"NO","FEMALE",88,"PRIMARY/NO EDUCATION",58,156,23.8330046022354,"YES","WIDOWED","Warminsko-mazurskie","NO",2000,"PLEASED"
"NO","MALE",21,"SECONDARY",92,178,29.0367377856331,"NO","SINGLE","Lodzkie","YES",1500,"DELIGHTED"
"NO","MALE",27,"POST-SECONDARY OR HIGHER",84,184,24.8109640831758,"NO","SINGLE","Mazowieckie","NO",3200,"PLEASED"
"NO","FEMALE",35,"SECONDARY",55,162,20.9571711629325,"YES","MARRIED","Pomorskie","NO",NA,"PLEASED"
"NO","FEMALE",79,"PRIMARY/NO EDUCATION",58,158,23.2334561768947,"YES","WIDOWED","Dolnoslaskie","NO",700,"MOSTLY SATISFIED"
"YES","MALE",55,"VOCATIONAL/GRAMMAR",83,176,26.7949380165289,"YES","MARRIED","Pomorskie","YES",600,"MOSTLY DISSATISFIED"
"NO","FEMALE",89,"PRIMARY/NO EDUCATION",65,155,27.0551508844953,"YES","WIDOWED","Podlaskie","NO",850,"MIXED"
"NO","FEMALE",40,"VOCATIONAL/GRAMMAR",70,169,24.5089457652043,"NO","MARRIED","Lodzkie","YES",1500,"MIXED"
"YES","FEMALE",24,"SECONDARY",48,157,19.4734066290722,"NO","SINGLE","Wielkopolskie","YES",1000,"PLEASED"
"NO","FEMALE",66,"VOCATIONAL/GRAMMAR",87,174,28.735632183908,"NO","MARRIED","Podkarpackie","NO",800,"MOSTLY SATISFIED"
"NO","FEMALE",53,"VOCATIONAL/GRAMMAR",58,160,22.65625,"NO","MARRIED","Opolskie","NO",1000,"MOSTLY SATISFIED"
"NO","FEMALE",41,"SECONDARY",61,169,21.3577955953923,"YES","MARRIED","Wielkopolskie","NO",2000,"MOSTLY SATISFIED"
"NO","MALE",66,"PRIMARY/NO EDUCATION",90,170,31.1418685121107,"YES","MARRIED","Lubelskie","NO",750,"PLEASED"
"NO","MALE",55,"SECONDARY",89,182,26.8687356599444,"YES","MARRIED","Mazowieckie","NO",3500,"MIXED"
"NO","FEMALE",38,"POST-SECONDARY OR HIGHER",54,171,18.4672206832872,"NO","SINGLE","Pomorskie","NO",-8,"MOSTLY SATISFIED"
"YES","MALE",23,"SECONDARY",NA,182,NA,"NO","SINGLE","Swietokrzyskie","YES",NA,"MOSTLY SATISFIED"
"NO","MALE",30,"VOCATIONAL/GRAMMAR",129,191,35.3608727830926,"NO","MARRIED","Wielkopolskie","NO",3000,"MOSTLY SATISFIED"
"NO","MALE",64,"POST-SECONDARY OR HIGHER",110,178,34.7178386567353,"YES","MARRIED","Pomorskie","NO",2000,"MIXED"
"NO","FEMALE",27,"POST-SECONDARY OR HIGHER",68,163,25.5937370619895,"YES","SINGLE","Opolskie","NO",800,"PLEASED"
"NO","FEMALE",29,"SECONDARY",63,167,22.5895514360501,"YES","MARRIED","Wielkopolskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",74,"PRIMARY/NO EDUCATION",103,180,31.7901234567901,"YES","MARRIED","Mazowieckie","NO",-8,"PLEASED"
"YES","FEMALE",33,"POST-SECONDARY OR HIGHER",64,166,23.2254318478734,"NO","MARRIED","Podlaskie","NO",1460,"PLEASED"
"NO","FEMALE",28,"SECONDARY",59,164,21.9363474122546,"YES","SINGLE","Lubelskie","NO",950,"MOSTLY SATISFIED"
"NO","FEMALE",45,"VOCATIONAL/GRAMMAR",60,160,23.4375,"NO","MARRIED","Wielkopolskie","NO",1700,"MOSTLY SATISFIED"
"NO","FEMALE",27,"POST-SECONDARY OR HIGHER",65,166,23.5883292204964,"NO","SINGLE","Pomorskie","NO",1200,"MOSTLY SATISFIED"
"YES","FEMALE",44,"VOCATIONAL/GRAMMAR",74,167,26.5337588296461,"YES","MARRIED","Slaskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",23,"POST-SECONDARY OR HIGHER",52,156,21.3675213675214,"YES","SINGLE","Zachodnio-pomorskie","YES",NA,"UNHAPPY"
"YES","FEMALE",34,"VOCATIONAL/GRAMMAR",40,160,15.625,"NO","SINGLE","Mazowieckie","NO",700,"MOSTLY DISSATISFIED"
"NO","FEMALE",63,"VOCATIONAL/GRAMMAR",62,164,23.051754907793,"YES","MARRIED","Wielkopolskie","NO",1100,"MOSTLY SATISFIED"
"NO","FEMALE",37,"SECONDARY",62,172,20.9572742022715,"NO","MARRIED","Zachodnio-pomorskie","NO",1600,"MOSTLY SATISFIED"
"YES","FEMALE",67,"SECONDARY",80,164,29.7441998810232,"NO","WIDOWED","Lodzkie","NO",1430,"MOSTLY SATISFIED"
"NO","MALE",72,"VOCATIONAL/GRAMMAR",85,170,29.4117647058824,"YES","MARRIED","Lodzkie","NO",1300,"PLEASED"
"NO","FEMALE",64,"SECONDARY",60,164,22.3081499107674,"YES","WIDOWED","Malopolskie","NO",1800,"PLEASED"
"YES","FEMALE",35,"VOCATIONAL/GRAMMAR",74,170,25.6055363321799,"YES","DIVORCED","Dolnoslaskie","NO",NA,"MIXED"
"YES","MALE",55,"VOCATIONAL/GRAMMAR",93,176,30.0232438016529,"NO","MARRIED","Slaskie","NO",2200,"PLEASED"
"NO","FEMALE",67,"PRIMARY/NO EDUCATION",70,158,28.0403781445281,"YES","MARRIED","Warminsko-mazurskie","NO",820,"MOSTLY DISSATISFIED"
"NO","FEMALE",29,"SECONDARY",55,164,20.4491374182035,"YES","MARRIED","Lodzkie","NO",NA,"MIXED"
"NO","MALE",51,"SECONDARY",86,174,28.4053375611045,"NO","MARRIED","Mazowieckie","YES",2000,"PLEASED"
"YES","MALE",51,"VOCATIONAL/GRAMMAR",90,176,29.0547520661157,"YES","MARRIED","Warminsko-mazurskie","NO",900,"MOSTLY SATISFIED"
"NO","FEMALE",68,"SECONDARY",62,161,23.9188302920412,"YES","MARRIED","Podkarpackie","NO",1100,"MOSTLY SATISFIED"
"NO","FEMALE",21,"SECONDARY",53,168,18.7783446712018,"YES","SINGLE","Podkarpackie","NO",NA,"MIXED"
"NO","FEMALE",53,"VOCATIONAL/GRAMMAR",105,162,40.0091449474165,"YES","MARRIED","Opolskie","NO",1700,"PLEASED"
"NO","FEMALE",32,"POST-SECONDARY OR HIGHER",60,170,20.7612456747405,"YES","MARRIED","Kujawsko-pomorskie","NO",1800,"PLEASED"
"NO","FEMALE",41,"VOCATIONAL/GRAMMAR",80,168,28.3446712018141,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"PLEASED"
"NO","MALE",62,"PRIMARY/NO EDUCATION",85,176,27.4405991735537,"YES","MARRIED","Mazowieckie","NO",865,"PLEASED"
"NO","FEMALE",24,"SECONDARY",56,165,20.5693296602388,"YES","MARRIED","Kujawsko-pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",78,"VOCATIONAL/GRAMMAR",80,170,27.681660899654,"YES","WIDOWED","Dolnoslaskie","NO",1000,"MIXED"
"NO","FEMALE",60,"PRIMARY/NO EDUCATION",89,156,36.5713346482577,"YES","MARRIED","Podkarpackie","NO",NA,"MIXED"
"NO","FEMALE",42,"VOCATIONAL/GRAMMAR",90,167,32.2707877657858,"YES","MARRIED","Wielkopolskie","NO",3000,"MOSTLY SATISFIED"
"NO","MALE",56,"PRIMARY/NO EDUCATION",85,170,29.4117647058824,"YES","MARRIED","Podlaskie","NO",9000,"MOSTLY SATISFIED"
"NO","FEMALE",43,"VOCATIONAL/GRAMMAR",60,170,20.7612456747405,"NO","MARRIED","Lodzkie","NO",400,"MOSTLY SATISFIED"
"NO","FEMALE",18,"VOCATIONAL/GRAMMAR",50,161,19.2893792677752,"NO","SINGLE","Malopolskie","NO",NA,"PLEASED"
"NO","FEMALE",70,"PRIMARY/NO EDUCATION",77,161,29.7056440723737,"YES","MARRIED","Lubelskie","NO",1100,"MIXED"
"NO","FEMALE",36,"VOCATIONAL/GRAMMAR",57,163,21.4535737137265,"YES","SINGLE","Lubuskie","NO",-8,"MOSTLY DISSATISFIED"
"NO","MALE",75,"PRIMARY/NO EDUCATION",62,160,24.21875,"YES","MARRIED","Warminsko-mazurskie","NO",1000,"PLEASED"
"YES","FEMALE",25,"SECONDARY",68,172,22.9853975121687,"NO","SINGLE","Warminsko-mazurskie","YES",1300,"MIXED"
"NO","FEMALE",48,"SECONDARY",65,160,25.390625,"NO","MARRIED","Malopolskie","YES",2200,"PLEASED"
"NO","FEMALE",57,"POST-SECONDARY OR HIGHER",56,156,23.0111768573307,"YES","MARRIED","Lubelskie","NO",NA,"MIXED"
"NO","MALE",31,"POST-SECONDARY OR HIGHER",86,188,24.3322770484382,"YES","SINGLE","Malopolskie","NO",2000,"MOSTLY SATISFIED"
"NO","FEMALE",82,"PRIMARY/NO EDUCATION",60,158,24.034609838167,"YES","WIDOWED","Warminsko-mazurskie","NO",1200,"PLEASED"
"NO","FEMALE",39,"VOCATIONAL/GRAMMAR",80,169,28.0102237316621,"YES","MARRIED","Lubelskie","NO",500,"DELIGHTED"
"YES","FEMALE",54,"SECONDARY",61,159,24.1287923737194,"YES","MARRIED","Pomorskie","NO",-8,"MIXED"
"NO","FEMALE",38,"POST-SECONDARY OR HIGHER",71,160,27.734375,"NO","MARRIED","Podlaskie","NO",2300,"PLEASED"
"YES","FEMALE",53,"SECONDARY",55,158,22.0317256849864,"YES","WIDOWED","Lubelskie","NO",1800,"MOSTLY SATISFIED"
"NO","MALE",81,"PRIMARY/NO EDUCATION",82,172,27.7176852352623,"YES","MARRIED","Podlaskie","NO",830,"MIXED"
"NO","FEMALE",23,"SECONDARY",75,173,25.0593070266297,"NO","SINGLE","Swietokrzyskie","NO",1000,"MOSTLY SATISFIED"
"YES","MALE",49,"VOCATIONAL/GRAMMAR",76,178,23.9868703446535,"YES","LEGALLY SEPARATED","Pomorskie","NO",580,"MOSTLY SATISFIED"
"NO","FEMALE",76,"PRIMARY/NO EDUCATION",64,160,25,"YES","WIDOWED","Slaskie","NO",2000,"MIXED"
"YES","MALE",47,"SECONDARY",70,175,22.8571428571429,"YES","DIVORCED","Warminsko-mazurskie","NO",2400,"MIXED"
"NO","MALE",32,"SECONDARY",83,154,34.9974700624051,"NO","MARRIED","Malopolskie","NO",2000,"PLEASED"
"NO","FEMALE",29,"POST-SECONDARY OR HIGHER",80,176,25.8264462809917,"NO","MARRIED","Wielkopolskie","NO",3500,"PLEASED"
"YES","MALE",31,"VOCATIONAL/GRAMMAR",78,170,26.9896193771626,"YES","MARRIED","Warminsko-mazurskie","NO",1300,"MIXED"
"NO","FEMALE",57,"POST-SECONDARY OR HIGHER",90,166,32.660763536072,"YES","MARRIED","Mazowieckie","NO",2000,"MIXED"
"YES","FEMALE",42,"SECONDARY",82,160,32.03125,"NO","MARRIED","Malopolskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",74,"PRIMARY/NO EDUCATION",72,154,30.3592511384719,"YES","WIDOWED","Kujawsko-pomorskie","NO",850,"MOSTLY SATISFIED"
"NO","MALE",29,"SECONDARY",87,183,25.9786795664248,"NO","MARRIED","Pomorskie","NO",3700,"PLEASED"
"NO","FEMALE",20,"SECONDARY",50,160,19.53125,"YES","SINGLE","Warminsko-mazurskie","NO",500,"MOSTLY SATISFIED"
"NO","FEMALE",57,"POST-SECONDARY OR HIGHER",90,164,33.4622248661511,"YES","MARRIED","Malopolskie","NO",NA,"MOSTLY SATISFIED"
"YES","FEMALE",26,"POST-SECONDARY OR HIGHER",75,176,24.2122933884298,"NO","SINGLE","Pomorskie","NO",2500,"PLEASED"
"YES","FEMALE",32,"SECONDARY",60,158,24.034609838167,"NO","SINGLE","Lodzkie","NO",1200,"DELIGHTED"
"YES","FEMALE",48,"POST-SECONDARY OR HIGHER",60,169,21.0076677987465,"NO","MARRIED","Pomorskie","NO",2500,"PLEASED"
"NO","MALE",37,"VOCATIONAL/GRAMMAR",89,168,31.5334467120181,"YES","MARRIED","Mazowieckie","NO",1350,"PLEASED"
"YES","FEMALE",53,"VOCATIONAL/GRAMMAR",84,170,29.0657439446367,"YES","MARRIED","Lodzkie","NO",1000,"MOSTLY SATISFIED"
"NO","FEMALE",17,"VOCATIONAL/GRAMMAR",73,174,24.1115074646585,"YES","SINGLE","Podlaskie","NO",1000,"PLEASED"
"NO","MALE",36,"POST-SECONDARY OR HIGHER",80,175,26.1224489795918,"YES","SINGLE","Mazowieckie","NO",2850,"PLEASED"
"YES","MALE",21,"SECONDARY",73,188,20.6541421457673,"YES","SINGLE","Lubelskie","NO",1500,"MOSTLY SATISFIED"
"YES","MALE",74,"PRIMARY/NO EDUCATION",83,160,32.421875,"YES","MARRIED","Lubelskie","NO",650,"PLEASED"
"NO","MALE",17,"VOCATIONAL/GRAMMAR",68,184,20.0850661625709,"NO","SINGLE","Warminsko-mazurskie","NO",-8,"PLEASED"
"YES","MALE",22,"VOCATIONAL/GRAMMAR",92,192,24.9565972222222,"YES","SINGLE","Slaskie","NO",2400,"MOSTLY SATISFIED"
"NO","MALE",58,"VOCATIONAL/GRAMMAR",79,170,27.3356401384083,"YES","SINGLE","Wielkopolskie","NO",1000,"MOSTLY SATISFIED"
"NO","FEMALE",33,"POST-SECONDARY OR HIGHER",52,150,23.1111111111111,"YES","MARRIED","Mazowieckie","NO",1000,"PLEASED"
"NO","FEMALE",23,"POST-SECONDARY OR HIGHER",58,168,20.5498866213152,"YES","SINGLE","Swietokrzyskie","NO",NA,"PLEASED"
"NO","MALE",47,"VOCATIONAL/GRAMMAR",92,176,29.7004132231405,"YES","MARRIED","Dolnoslaskie","NO",-8,"PLEASED"
"NO","FEMALE",73,"POST-SECONDARY OR HIGHER",65,162,24.7675659198293,"YES","MARRIED","Pomorskie","NO",-8,"DELIGHTED"
"YES","FEMALE",67,"PRIMARY/NO EDUCATION",65,155,27.0551508844953,"YES","MARRIED","Swietokrzyskie","NO",500,"MOSTLY DISSATISFIED"
"YES","MALE",30,"SECONDARY",85,180,26.2345679012346,"YES","MARRIED","Slaskie","NO",2500,"PLEASED"
"NO","MALE",57,"VOCATIONAL/GRAMMAR",110,185,32.1402483564646,"YES","MARRIED","Podlaskie","NO",-8,"MOSTLY DISSATISFIED"
"NO","MALE",25,"POST-SECONDARY OR HIGHER",84,187,24.021275987303,"NO","SINGLE","Podkarpackie","NO",2300,"PLEASED"
"NO","FEMALE",49,"PRIMARY/NO EDUCATION",70,167,25.0995015956112,"YES","MARRIED","Mazowieckie","NO",350,"MOSTLY SATISFIED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",80,158,32.0461464508893,"YES","WIDOWED","Slaskie","NO",1500,"MIXED"
"NO","MALE",26,"VOCATIONAL/GRAMMAR",80,182,24.1516725033209,"YES","MARRIED","Wielkopolskie","NO",1000,"PLEASED"
"NO","FEMALE",66,"PRIMARY/NO EDUCATION",84,168,29.7619047619048,"YES","WIDOWED","Opolskie","NO",1000,"MOSTLY SATISFIED"
"NO","FEMALE",40,"POST-SECONDARY OR HIGHER",67,172,22.6473769605192,"NO","MARRIED","Wielkopolskie","NO",9000,"PLEASED"
"NO","MALE",32,"SECONDARY",76,173,25.3934311203181,"YES","MARRIED","Slaskie","NO",3000,"MOSTLY SATISFIED"
"NO","FEMALE",36,"SECONDARY",52,157,21.0961905148282,"NO","MARRIED","Podkarpackie","NO",-8,"PLEASED"
