age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours,native,label
58, Self-emp-not-inc,33309, HS-grad,9, Widowed, Farming-fishing, Not-in-family, Male,0,0,80, United-States,0
37, Local-gov,264503, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,0
48, Private,265083, 10th,6, Divorced, Sales, Not-in-family, Female,0,0,38, United-States,0
21, Private,57916, HS-grad,9, Never-married, Protective-serv, Own-child, Male,0,0,40, United-States,0
36, Private,317040, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, Female,0,0,54, United-States,0
37, Private,188540, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,1902,45, United-States,1
39, Local-gov,163278, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,2202,0,44, United-States,0
33, Private,204042, Some-college,10, Never-married, Transport-moving, Not-in-family, Male,0,0,55, United-States,0
49, Local-gov,119904, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,7688,0,30, United-States,1
41, Private,116391, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
30, Private,113129, Some-college,10, Never-married, Other-service, Not-in-family, Male,0,0,24, United-States,0
54, Self-emp-inc,125417, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,1
44, Federal-gov,404599, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
34, Private,195576, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
20, Private,189148, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,48, United-States,0
46, Private,695411, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,44, United-States,0
18, Private,125441, 11th,7, Never-married, Other-service, Own-child, Male,1055,0,20, United-States,0
38, Private,377486, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,36, United-States,0
37, Private,241962, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,0
39, Self-emp-not-inc,331481, Bachelors,13, Divorced, Craft-repair, Not-in-family, Male,0,1669,60, ?,0
22, Private,117363, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,35, United-States,0
46, Private,166809, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
74, ?,169303, HS-grad,9, Married-civ-spouse, ?, Husband, Male,6767,0,6, United-States,0
51, Private,241745, 5th-6th,3, Separated, Machine-op-inspct, Unmarried, Female,0,0,40, Mexico,0
49, Private,185859, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,43, United-States,0
28, Private,162343, HS-grad,9, Never-married, Other-service, Not-in-family, Male,0,0,40, Puerto-Rico,0
24, Private,103064, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
45, Self-emp-inc,121836, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, ?,1
23, ?,184699, HS-grad,9, Never-married, ?, Unmarried, Female,0,0,40, United-States,0
32, Private,231043, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,5178,0,48, United-States,1
56, Self-emp-not-inc,51662, 11th,7, Married-civ-spouse, Other-service, Wife, Female,0,0,40, United-States,0
65, ?,198019, HS-grad,9, Widowed, ?, Not-in-family, Female,0,0,35, United-States,0
29, Private,57889, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States,1
25, State-gov,156848, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, Male,0,0,35, United-States,0
37, Self-emp-inc,186359, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,7688,0,60, United-States,1
20, Private,203263, 12th,8, Never-married, Other-service, Own-child, Male,0,0,35, United-States,0
25, State-gov,153534, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,0
22, Private,207940, Some-college,10, Never-married, Handlers-cleaners, Own-child, Female,0,0,36, United-States,0
44, Private,190532, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,0,55, United-States,0
46, Private,180695, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
68, ?,123464, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,45, United-States,0
39, Private,315565, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, Cuba,0
23, Private,120773, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
50, Private,121411, 12th,8, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States,0
28, Private,116531, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
60, Private,39952, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Male,2228,0,37, United-States,0
21, State-gov,99199, Some-college,10, Never-married, Exec-managerial, Own-child, Male,0,0,10, United-States,0
33, ?,209432, HS-grad,9, Separated, ?, Unmarried, Female,0,0,20, United-States,0
23, Private,240137, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,55, Mexico,0
47, Federal-gov,117628, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
60, Private,85413, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,44, United-States,1
40, Private,184682, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
50, Local-gov,234143, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
30, Local-gov,319280, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,1
34, Private,229732, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
44, Private,286750, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,1902,40, United-States,1
25, Private,76144, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Male,0,0,50, United-States,0
46, Private,360096, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,60, United-States,1
39, Private,203070, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,49, United-States,0
59, Private,426001, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Female,0,0,20, Puerto-Rico,0
65, Local-gov,125768, Some-college,10, Divorced, Adm-clerical, Not-in-family, Female,0,0,28, United-States,0
24, Private,241523, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,45, United-States,1
34, Private,398988, Bachelors,13, Never-married, Sales, Not-in-family, Male,0,0,40, United-States,0
22, Private,235829, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
38, Private,252662, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Male,0,0,40, United-States,0
38, Private,278557, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,1
23, Private,201680, 12th,8, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
33, Private,373662, 1st-4th,2, Married-spouse-absent, Priv-house-serv, Not-in-family, Female,0,0,40, Guatemala,0
29, ?,78529, 10th,6, Separated, ?, Unmarried, Female,0,0,12, United-States,0
31, Private,193231, Bachelors,13, Never-married, Tech-support, Not-in-family, Male,3325,0,60, United-States,0
44, Private,228124, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
44, Private,421449, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
41, Private,89226, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
35, Private,187329, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
26, Private,143068, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,2407,0,50, United-States,0
25, Private,185952, Masters,14, Never-married, Prof-specialty, Not-in-family, Male,0,0,30, United-States,0
23, Private,348092, HS-grad,9, Never-married, Transport-moving, Own-child, Male,0,0,40, Haiti,0
30, Self-emp-not-inc,45427, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, Male,0,0,49, United-States,0
40, State-gov,91949, Doctorate,16, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
52, Local-gov,152795, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,52, United-States,1
34, Private,189759, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,1977,45, United-States,1
23, Private,440456, Bachelors,13, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,0
20, Private,182342, Some-college,10, Never-married, Farming-fishing, Own-child, Male,0,0,40, United-States,0
68, Private,185537, Some-college,10, Divorced, Sales, Not-in-family, Female,0,0,20, United-States,0
35, Private,54317, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,1672,50, United-States,0
67, Self-emp-not-inc,345236, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,0
35, Self-emp-not-inc,468713, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
51, Private,136913, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
28, Private,249571, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
39, Private,339442, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Male,2176,0,40, United-States,0
82, ?,52921, Some-college,10, Widowed, ?, Not-in-family, Male,0,0,3, United-States,0
39, Private,258276, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Male,3137,0,40, ?,0
26, Private,260614, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
22, Private,61850, HS-grad,9, Never-married, Other-service, Not-in-family, Female,0,0,40, United-States,0
18, Private,212370, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,25, United-States,0
32, Private,390997, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, Male,0,0,50, Mexico,0
19, Private,257750, Some-college,10, Never-married, Sales, Other-relative, Female,0,0,25, United-States,0
40, Private,230961, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
37, Private,259882, Assoc-voc,11, Never-married, Sales, Unmarried, Female,0,0,6, United-States,0
23, Private,114357, HS-grad,9, Never-married, Tech-support, Own-child, Male,0,0,50, United-States,0
58, Private,119386, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, Female,0,0,60, United-States,0
62, Local-gov,151369, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
20, Private,200450, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, Female,0,0,52, United-States,0
48, ?,174533, 11th,7, Separated, ?, Unmarried, Male,0,0,40, United-States,0
70, State-gov,345339, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,40, United-States,0
19, Private,318002, HS-grad,9, Never-married, Adm-clerical, Own-child, Male,0,0,40, United-States,0
29, State-gov,303446, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,25, Nicaragua,0
48, Local-gov,102076, Bachelors,13, Never-married, Adm-clerical, Unmarried, Female,0,0,35, United-States,0
36, Private,460437, 9th,5, Divorced, Sales, Not-in-family, Female,0,0,40, United-States,0
36, Private,88967, 11th,7, Never-married, Transport-moving, Unmarried, Male,0,0,65, United-States,0
36, Private,137314, Assoc-voc,11, Never-married, Tech-support, Not-in-family, Male,0,0,45, United-States,0
29, Private,196116, Prof-school,15, Divorced, Prof-specialty, Own-child, Female,2174,0,72, United-States,0
32, Private,261059, Some-college,10, Never-married, Other-service, Not-in-family, Male,0,0,50, United-States,0
19, Private,165306, Some-college,10, Never-married, Tech-support, Other-relative, Male,0,0,40, Vietnam,0
64, Private,114994, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,18, United-States,0
22, Private,100345, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,35, United-States,0
63, Local-gov,41161, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,0
23, Private,53245, Bachelors,13, Never-married, Sales, Not-in-family, Male,0,1602,12, United-States,0
63, Private,131519, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
24, Private,111445, HS-grad,9, Never-married, Sales, Not-in-family, Male,0,0,38, United-States,0
39, Private,106961, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
45, Private,33794, Masters,14, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,0
45, Private,127111, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States,1
42, Private,89073, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,48, United-States,0
20, Private,137618, Some-college,10, Never-married, Transport-moving, Own-child, Male,0,0,35, United-States,0
43, Private,170525, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Female,14344,0,40, United-States,1
33, Private,203488, Some-college,10, Divorced, Sales, Not-in-family, Male,0,0,40, United-States,0
29, State-gov,147256, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,1
72, Private,158092, Bachelors,13, Divorced, Sales, Not-in-family, Male,0,0,30, United-States,0
24, Private,95552, HS-grad,9, Never-married, Tech-support, Own-child, Male,0,0,40, United-States,0
53, Federal-gov,177212, Some-college,10, Never-married, Prof-specialty, Unmarried, Female,0,0,40, United-States,0
25, Private,148300, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,35, United-States,0
47, Private,121836, Masters,14, Married-civ-spouse, Adm-clerical, Wife, Female,7688,0,38, United-States,1
44, Private,63042, Bachelors,13, Divorced, Exec-managerial, Own-child, Female,0,0,50, United-States,1
61, ?,161279, HS-grad,9, Widowed, ?, Not-in-family, Female,0,0,36, United-States,0
39, Private,38312, Some-college,10, Married-spouse-absent, Craft-repair, Unmarried, Male,0,0,40, United-States,1
76, Private,70697, 7th-8th,4, Widowed, Other-service, Not-in-family, Female,0,0,25, United-States,0
47, Federal-gov,119199, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
31, Private,182539, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,45, United-States,0
39, Private,238415, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
29, Self-emp-not-inc,110663, HS-grad,9, Separated, Craft-repair, Not-in-family, Male,0,0,35, United-States,0
25, Private,151810, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,28, United-States,0
50, Private,113290, HS-grad,9, Married-civ-spouse, Sales, Wife, Female,0,0,15, United-States,0
45, Private,187666, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, Female,0,0,45, United-States,0
30, Private,155781, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,70, United-States,0
44, Private,175669, 11th,7, Married-civ-spouse, Prof-specialty, Wife, Female,5178,0,36, United-States,1
23, Private,193089, 11th,7, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
49, Private,237920, Doctorate,16, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,0
46, Private,114032, Some-college,10, Married-civ-spouse, Tech-support, Husband, Male,0,1887,45, United-States,1
38, Private,34996, Some-college,10, Separated, Other-service, Unmarried, Female,0,0,40, United-States,0
67, Self-emp-inc,106175, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,2392,75, United-States,1
49, Federal-gov,168232, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,1
24, Private,229826, HS-grad,9, Never-married, Sales, Not-in-family, Male,0,0,30, United-States,0
17, Private,207637, 11th,7, Never-married, Handlers-cleaners, Own-child, Male,0,0,10, United-States,0
46, Private,203067, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
34, Private,62374, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,48, United-States,0
33, Private,288840, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, Female,0,0,38, United-States,0
35, Private,589809, Some-college,10, Never-married, Exec-managerial, Not-in-family, Male,13550,0,60, United-States,1
19, Private,318822, Some-college,10, Never-married, Adm-clerical, Other-relative, Female,0,0,40, United-States,0
51, Private,177669, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,0
57, Local-gov,132717, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,0
36, Private,84306, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,5013,0,50, United-States,0
35, Private,240458, 11th,7, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
38, Self-emp-not-inc,64875, HS-grad,9, Divorced, Farming-fishing, Not-in-family, Male,0,0,50, United-States,0
60, Private,139391, Some-college,10, Married-spouse-absent, Machine-op-inspct, Not-in-family, Male,0,0,50, United-States,1
18, ?,171964, HS-grad,9, Never-married, ?, Own-child, Female,0,1602,20, United-States,0
44, ?,174147, Some-college,10, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,0
44, Private,68729, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,1902,40, United-States,1
33, Local-gov,242150, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Male,0,0,50, United-States,0
46, State-gov,178686, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,38, United-States,1
24, Private,187551, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,20, United-States,0
36, Private,448337, HS-grad,9, Separated, Sales, Unmarried, Female,0,0,40, United-States,0
32, Private,353994, Bachelors,13, Married-civ-spouse, Exec-managerial, Other-relative, Female,0,0,40, China,1
35, Private,189922, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
34, Private,110554, HS-grad,9, Divorced, Sales, Own-child, Female,0,0,35, United-States,0
57, Private,182677, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,4508,0,40, South,0
40, Local-gov,27444, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,50, United-States,1
33, Private,184901, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,1
42, Private,211450, Masters,14, Never-married, Exec-managerial, Not-in-family, Male,0,0,45, United-States,1
37, Self-emp-inc,217054, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,35, United-States,1
21, Private,104981, Some-college,10, Never-married, Prof-specialty, Own-child, Male,0,0,48, United-States,0
59, Self-emp-not-inc,32537, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,40, United-States,1
51, Private,90363, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,15024,0,40, United-States,1
29, Private,134890, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,40, United-States,1
32, Local-gov,42596, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
68, Private,75913, 12th,8, Widowed, Sales, Not-in-family, Female,0,0,30, United-States,0
39, Private,33975, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
65, ?,117963, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,45, United-States,0
36, State-gov,116554, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
54, Private,308087, Some-college,10, Married-civ-spouse, Tech-support, Husband, Male,0,1977,18, United-States,1
52, Self-emp-inc,334273, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,99999,0,65, United-States,1
43, Private,83756, Some-college,10, Never-married, Exec-managerial, Unmarried, Male,0,0,50, United-States,0
25, Private,149943, HS-grad,9, Never-married, Other-service, Other-relative, Male,4101,0,60, ?,0
27, Private,211570, 11th,7, Never-married, Handlers-cleaners, Other-relative, Male,0,0,40, United-States,0
59, Private,214052, 5th-6th,3, Divorced, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,0
23, Private,377121, Some-college,10, Never-married, Other-service, Unmarried, Female,0,0,25, United-States,0
52, Private,308764, Some-college,10, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
23, Private,224954, Some-college,10, Never-married, Machine-op-inspct, Own-child, Male,0,0,25, United-States,0
25, Federal-gov,144259, HS-grad,9, Never-married, Adm-clerical, Own-child, Male,0,0,40, United-States,0
20, Private,146538, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
23, Private,336360, 7th-8th,4, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
45, Private,189792, Masters,14, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
26, Private,302097, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,3464,0,48, United-States,0
46, Private,383384, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
34, Private,186269, HS-grad,9, Divorced, Adm-clerical, Own-child, Male,0,0,40, United-States,0
42, Private,336891, Some-college,10, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
41, Private,205153, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
52, Private,169182, 9th,5, Widowed, Other-service, Not-in-family, Female,0,0,25, Puerto-Rico,0
58, Private,94741, 12th,8, Married-civ-spouse, Other-service, Wife, Female,0,0,24, United-States,0
62, Self-emp-not-inc,197353, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,1740,40, United-States,0
38, Private,220585, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,1
27, Private,145284, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,40, United-States,0
25, State-gov,176077, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,0,37, United-States,0
31, Federal-gov,203488, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
59, Self-emp-inc,125000, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, England,1
21, Private,131473, Some-college,10, Never-married, Sales, Own-child, Male,0,0,20, Vietnam,0
58, Federal-gov,175873, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,1
48, Federal-gov,167749, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
41, Private,170230, Bachelors,13, Divorced, Exec-managerial, Unmarried, Female,0,0,45, United-States,0
45, Self-emp-not-inc,58683, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
68, Self-emp-inc,182131, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,10605,0,20, United-States,1
31, Private,168521, Bachelors,13, Never-married, Exec-managerial, Unmarried, Female,0,0,50, United-States,0
47, Private,225456, HS-grad,9, Never-married, Tech-support, Other-relative, Male,0,0,50, United-States,0
32, Private,29312, Some-college,10, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States,0
38, Private,682947, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Male,0,0,55, United-States,1
30, Private,57651, HS-grad,9, Never-married, Adm-clerical, Unmarried, Male,0,2001,42, United-States,0
40, Private,207578, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, Male,0,1977,60, United-States,1
31, Private,114324, Assoc-voc,11, Never-married, Other-service, Not-in-family, Female,0,0,40, United-States,0
27, Private,168107, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
51, Private,220019, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
35, Private,167062, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
63, ?,445168, Bachelors,13, Widowed, ?, Not-in-family, Female,0,0,56, United-States,0
49, Local-gov,249289, Bachelors,13, Divorced, Prof-specialty, Unmarried, Female,0,0,40, United-States,0
40, Private,235786, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,44, United-States,1
22, Private,356567, Assoc-voc,11, Divorced, Tech-support, Not-in-family, Male,0,0,60, United-States,0
23, Private,24395, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Female,0,0,30, United-States,0
29, Private,126208, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
27, Private,215873, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Male,0,0,40, United-States,0
50, Self-emp-not-inc,183915, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,1
33, Private,112847, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, ?,0
58, Private,183870, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
33, Private,348152, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
64, Self-emp-inc,179436, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,55, United-States,1
43, Private,27766, Bachelors,13, Separated, Exec-managerial, Unmarried, Male,0,0,60, United-States,1
46, Private,321327, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,7298,0,45, United-States,1
43, Federal-gov,192712, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,1
44, Private,124747, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Female,3103,0,40, United-States,1
35, Private,297574, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,99, United-States,1
24, ?,169624, HS-grad,9, Divorced, ?, Unmarried, Female,0,0,37, United-States,0
42, Federal-gov,74680, Masters,14, Divorced, Adm-clerical, Not-in-family, Male,0,2001,60, United-States,0
22, Local-gov,399020, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,55, United-States,0
66, Self-emp-not-inc,212185, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,48, United-States,0
28, Self-emp-not-inc,176027, HS-grad,9, Never-married, Other-service, Not-in-family, Female,0,0,28, United-States,0
31, Private,272856, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,50, England,0
68, ?,186266, HS-grad,9, Married-civ-spouse, ?, Wife, Female,0,0,8, United-States,0
29, Private,108594, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
36, Private,181382, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Male,3103,0,40, United-States,1
64, Private,218490, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Male,27828,0,55, United-States,1
42, Private,89413, 12th,8, Never-married, Farming-fishing, Own-child, Male,0,0,40, United-States,0
45, Self-emp-not-inc,247379, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
36, Self-emp-not-inc,151094, Assoc-voc,11, Separated, Exec-managerial, Not-in-family, Male,0,0,48, United-States,0
19, Private,184710, Some-college,10, Never-married, Craft-repair, Own-child, Male,0,0,20, United-States,0
33, Private,340332, Bachelors,13, Separated, Exec-managerial, Not-in-family, Female,0,0,45, United-States,0
32, Private,187901, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Female,0,0,23, United-States,0
41, State-gov,342834, Some-college,10, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
56, Private,170148, HS-grad,9, Divorced, Craft-repair, Unmarried, Male,0,0,40, United-States,0
57, Private,124507, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,55, United-States,1
52, Private,270142, Assoc-voc,11, Separated, Exec-managerial, Unmarried, Female,0,0,60, United-States,0
36, Federal-gov,51089, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,50, United-States,1
26, Private,184120, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,50, United-States,0
